Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Deviation,Deviation_Percentage,Wind Layer,Deviation_Z,Deviation_Severity
01 01 2018 05:00,1164.89294433593,7.09829807281494,1060.85971215544,235.227905273437,-104.0332321804899,-9.806502310198642,Moderate,-0.6747347285565072,LOW
01 01 2018 05:10,1073.33203125,6.95363092422485,995.250960801046,242.872695922851,-78.08107044895405,-7.845364990766658,Moderate,-0.6140844213280298,LOW
01 01 2018 05:20,1165.30798339843,7.24957799911499,1132.4168612641,244.835693359375,-32.89112213433009,-2.904506569922866,Moderate,-0.5084753288264795,LOW
01 01 2018 05:30,1177.98999023437,7.29469108581542,1154.36530469206,242.48159790039,-23.62468554231009,-2.0465519403853047,Moderate,-0.48681962892629405,LOW
01 01 2018 05:40,1170.53601074218,7.37636995315551,1194.8430985043,247.97720336914,24.30708776212009,2.0343330260305814,Moderate,-0.37480288030273406,LOW
01 01 2018 05:50,1145.53601074218,7.44855403900146,1231.43070603717,249.682998657226,85.89469529499002,6.975195183446833,Moderate,-0.23087239169929405,LOW
01 01 2018 06:00,1114.02697753906,7.2392520904541,1127.43320551345,248.401000976562,13.406227974390049,1.1890928800775076,Moderate,-0.40027823384050876,LOW
01 01 2018 06:10,1153.18505859375,7.32921123504638,1171.35504358957,244.621704101562,18.16998499581996,1.551193644937813,Moderate,-0.38914531435964506,LOW
01 01 2018 06:20,1125.3310546875,7.13970518112182,1080.13908466205,244.631805419921,-45.19197002545002,-4.183902857250048,Moderate,-0.5372224602402232,LOW
01 01 2018 06:30,1228.73205566406,7.47422885894775,1244.63353439737,245.785995483398,15.901478733310114,1.277603269866044,Moderate,-0.39444682269618414,LOW
01 01 2018 06:40,1021.79302978515,7.03317403793334,1030.99268581181,248.652206420898,9.199656026659909,0.8923105035818992,Moderate,-0.4101090095441954,LOW
01 01 2018 06:50,957.378173828125,6.88645505905151,965.683334443832,244.611694335937,8.305160615706995,0.8600294029605682,Moderate,-0.4121994489476626,LOW
01 01 2018 07:00,909.887817382812,6.88782119750976,966.279104864065,235.84829711914,56.3912874812529,5.835921236151118,Moderate,-0.29982197542571765,LOW
01 01 2018 07:10,1000.95397949218,7.21643209457397,1116.4718990154,232.842697143554,115.51791952321992,10.346692973203666,Moderate,-0.16164279652622582,LOW
01 01 2018 07:20,1024.47802734375,7.0685977935791,1047.17023059277,229.933197021484,22.69220324901994,2.1670023255125006,Moderate,-0.3785768719598151,LOW
01 01 2018 07:30,1009.53399658203,6.93829584121704,988.451940715539,230.13670349121,-21.082055866491032,-2.1328356997538758,Moderate,-0.48087749306100774,LOW
01 01 2018 07:40,899.492980957031,6.53668785095214,820.416658585943,234.933807373046,-79.07632237108805,-9.638556402228929,Moderate,-0.6164103291067953,LOW
01 01 2018 07:50,725.110107421875,6.18062496185302,686.636942163399,232.837905883789,-38.473165258476,-5.603130693384764,Moderate,-0.5215205862483562,LOW
01 01 2018 08:00,585.259399414062,5.81682586669921,564.927659543473,240.328796386718,-20.33173987058899,-3.5989988323495066,Low,-0.4791240015353056,LOW
01 01 2018 08:10,443.913909912109,5.45015096664428,454.773587146918,238.12629699707,10.859677234808998,2.387930509099839,Low,-0.40622953324771066,LOW
01 01 2018 08:20,565.253784179687,5.81814908981323,565.349093224668,235.80029296875,0.09530904498092241,0.016858441292846804,Low,-0.431385905367579,LOW
01 01 2018 08:30,644.037780761718,6.13027286529541,668.823569309414,224.958694458007,24.78578854769603,3.7058784536089697,Moderate,-0.37368415462523435,LOW
01 01 2018 08:40,712.058898925781,6.34707784652709,747.460673422601,216.803894042968,35.40177449681994,4.7362725231705145,Moderate,-0.3488745524037295,LOW
01 01 2018 08:50,737.394775390625,6.34743690490722,747.595109122642,205.785293579101,10.200333732017043,1.3644195377345214,Moderate,-0.4077704216880304,LOW
01 01 2018 09:00,725.868103027343,6.19436883926391,691.546334303948,199.848495483398,-34.32176872339494,-4.9630468734882855,Moderate,-0.5118187557078216,LOW
01 01 2018 09:10,408.997406005859,4.97719812393188,330.417630427964,207.997802734375,-78.57977557789496,-23.78195602822911,Low,-0.6152498972371109,LOW
01 01 2018 09:20,628.436828613281,5.95911121368408,611.283836510667,210.954895019531,-17.152992102614007,-2.80606014393032,Low,-0.4716952551085581,LOW
01 01 2018 09:30,716.1005859375,6.21137619018554,697.649474372052,215.69400024414,-18.451111565447945,-2.6447538833245194,Moderate,-0.4747289655583691,LOW
01 01 2018 09:40,711.49560546875,6.11145305633544,662.235163012206,220.84260559082,-49.260442456543956,-7.438512058538336,Moderate,-0.5467304968133999,LOW
01 01 2018 09:50,838.151916503906,6.45632219314575,789.011422412419,237.065307617187,-49.14049409148697,-6.228109339816511,Moderate,-0.5464501769977516,LOW
01 01 2018 10:00,881.062072753906,6.66665792465209,872.739625855708,235.667495727539,-8.322446898197995,-0.953600209230555,Moderate,-0.4510582351491771,LOW
01 01 2018 10:10,663.703125,6.16287899017333,680.327891653483,229.329696655273,16.624766653482993,2.44364031777057,Moderate,-0.3927564958930868,LOW
01 01 2018 10:20,578.261596679687,6.01316785812377,628.442560754699,234.900604248046,50.18096407501196,7.984972248656974,Moderate,-0.314335526415153,LOW
01 01 2018 10:30,465.620086669921,5.56120300292968,486.779567601972,230.422805786132,21.159480932050997,4.346830134282175,Low,-0.3821588502312879,LOW
01 01 2018 10:40,311.050903320312,4.96073198318481,326.411025380213,229.537506103515,15.360122059901016,4.705760794081359,Low,-0.395711975437682,LOW
01 01 2018 10:50,230.05549621582,4.60387516021728,244.31624421611,231.79849243164,14.260748000289993,5.837003612283613,Low,-0.39828121707405034,LOW
01 01 2018 11:00,233.990600585937,4.55453395843505,233.632780531927,234.105606079101,-0.3578200540099772,-0.15315490112102628,Low,-0.4324448699098108,LOW
01 01 2018 11:10,175.592193603515,4.26362895965576,173.573663122312,228.776702880859,-2.018530481202987,-1.1629244004492725,Low,-0.4363259569139966,LOW
01 01 2018 11:20,118.133102416992,3.89413905143737,108.571221110423,227.938995361328,-9.561881306569006,-8.807012768921552,Low,-0.4539547983886818,LOW
01 01 2018 11:30,142.202499389648,4.03876113891601,130.229989593698,224.46499633789,-11.972509795950003,-9.193358483174883,Low,-0.45958844694586604,LOW
01 01 2018 11:40,212.566192626953,4.50565099716186,223.196784083793,224.950500488281,10.630591456839994,4.762878417123177,Low,-0.40676490763999534,LOW
01 01 2018 11:50,222.610000610351,4.54339790344238,231.242507343633,229.12759399414,8.632506733282014,3.733096839524345,Low,-0.41143443974317506,LOW
01 01 2018 12:00,194.181198120117,4.32376098632812,185.598479588255,227.039993286132,-8.582718531861985,-4.624347435874747,Low,-0.45166649101271067,LOW
01 01 2018 12:10,82.6407470703125,3.63443708419799,68.5028197987886,230.31460571289,-14.137927271523907,-20.63846030433615,Low,-0.46464903636920807,LOW
01 01 2018 12:20,75.8952178955078,3.70551204681396,78.3961653540173,233.953292846679,2.5009474585095006,3.1901400370998414,Low,-0.42576391863790164,LOW
01 01 2018 12:30,41.9472389221191,3.25396800041198,29.2869556318446,233.06590270996,-12.6602832902745,-43.228403284459475,Low,-0.4611957763917093,LOW
01 01 2018 12:40,118.534599304199,3.77513694763183,88.8713653309387,227.753494262695,-29.663233973260304,-33.37771830420351,Low,-0.5009317411017562,LOW
01 01 2018 12:50,250.755905151367,4.69350099563598,264.119257409418,229.896606445312,13.363352258051037,5.059590273395386,Low,-0.40037843456349675,LOW
01 01 2018 13:00,346.86441040039,5.00293922424316,336.721998240131,235.279495239257,-10.142412160259028,-3.0121026286574946,Low,-0.45531150134838655,LOW
01 01 2018 13:10,416.417907714843,5.36474990844726,430.92108895689,235.585296630859,14.503181242046992,3.365623454900791,Low,-0.39771464960475583,LOW
01 01 2018 13:20,331.941497802734,5.01618194580078,339.984940156412,229.942901611328,8.043442353678017,2.3658231302767665,Low,-0.4128110855875527,LOW
01 01 2018 13:30,583.479919433593,5.97040796279907,615.05563084927,235.69529724121,31.575711415677006,5.133797632594177,Low,-0.3578160773428592,LOW
01 01 2018 13:40,776.552673339843,6.6555209159851,868.180844867276,241.457397460937,91.6281715274331,10.554042060377505,Moderate,-0.2174732344891148,LOW
01 01 2018 13:50,752.726379394531,6.60090398788452,846.029409522117,242.782104492187,93.303030127586,11.028343586813202,Moderate,-0.2135590831473368,LOW
01 01 2018 14:00,589.073120117187,5.98137807846069,618.731442665699,234.984405517578,29.658322548511933,4.793408012486662,Low,-0.36229702290234655,LOW
01 01 2018 14:10,1109.12805175781,7.42459392547607,1219.19978672882,235.14729309082,110.07173497101007,9.028195064431447,Moderate,-0.17437055191444592,LOW
01 01 2018 14:20,1482.4599609375,8.18645191192626,1638.50890923271,238.479095458984,156.04894829521004,9.523838864464002,Moderate,-0.06692161789237246,LOW
01 01 2018 14:30,1523.43005371093,8.27493000030517,1691.1470390233,237.033203125,167.71698531237007,9.917350853727825,Moderate,-0.0396533680577517,LOW
01 01 2018 14:40,1572.17004394531,8.44920253753662,1796.76309010091,238.332397460937,224.59304615559995,12.499869759846097,Moderate,0.09326621682198247,MODERATE
01 01 2018 14:50,1698.93994140625,8.5759744644165,1875.04719734159,235.641403198242,176.10725593533994,9.392150564797612,Moderate,-0.020045271580962518,LOW
01 01 2018 15:00,1616.84594726562,8.28225994110107,1695.53877696245,236.461395263671,78.6928296968299,4.641169566042468,Moderate,-0.24770318081293616,LOW
01 01 2018 15:10,1796.82397460937,8.73455238342285,1974.47580025242,234.354797363281,177.65182564304996,8.99741721931151,Moderate,-0.0164356059092748,LOW
01 01 2018 15:20,1885.86096191406,8.76410388946533,1993.17071186444,231.001602172851,107.30974995037991,5.383871502406377,Moderate,-0.18082532211026028,LOW
01 01 2018 15:30,2327.51196289062,9.66943168640136,2568.82712862015,227.60009765625,241.31516572952978,9.393982298028465,High,0.13234587809111562,MODERATE
01 01 2018 15:40,2499.162109375,10.1410903930664,2876.75361614448,227.73159790039,377.59150676948,13.125611614787525,High,0.450824239837847,MODERATE
01 01 2018 15:50,2820.51293945312,10.7724199295043,3186.02988321436,225.276397705078,365.5169437612399,11.472489498198705,High,0.422605937113204,MODERATE
01 01 2018 16:00,2812.27905273437,10.6475200653076,3133.25922420184,224.680603027343,320.98017146747,10.244290321980486,High,0.3185233196216694,MODERATE
01 01 2018 16:10,2530.44702148437,9.98266124725341,2781.27404078649,225.519500732421,250.82701930211988,9.018421616274495,High,0.15457511847030384,MODERATE
01 01 2018 16:20,2399.12109375,9.87438583374023,2711.49245838958,227.273803710937,312.37136463957995,11.520274145446258,High,0.29840450314759975,MODERATE
01 01 2018 16:30,2335.587890625,9.78547954559326,2651.34100928894,229.255493164062,315.75311866393986,11.909185486050372,High,0.30630767601891146,MODERATE
01 01 2018 16:40,2341.13305664062,9.61423206329345,2527.94545109623,230.736892700195,186.81239445561005,7.38989025157168,High,0.004972680560913523,MODERATE
01 01 2018 16:50,2391.84790039062,9.61850452423095,2531.14793986697,229.490798950195,139.30003947634987,5.503433334824004,High,-0.10606388573556488,LOW
01 01 2018 17:00,2118.38989257812,9.09868335723876,2207.79281988587,223.960906982421,89.4029273077499,4.04942558479611,High,-0.22267363925609726,LOW
01 01 2018 17:10,1866.84594726562,8.67742538452148,1938.47860120954,219.793701171875,71.6326539439201,3.6953027956678985,Moderate,-0.2642028401835348,LOW
01 01 2018 17:20,1865.61901855468,8.77489852905273,2000.01171622122,219.04490661621,134.39269766654002,6.719595519193194,Moderate,-0.1175323634492519,LOW
01 01 2018 17:30,1862.44799804687,8.68998146057128,1946.37395530494,215.335205078125,83.92595725806996,4.311913290317389,Moderate,-0.23547334047677088,LOW
01 01 2018 17:40,1884.11901855468,8.63107395172119,1909.41625571088,216.279998779296,25.297237156200026,1.3248675913666508,Moderate,-0.37248889715272676,LOW
01 01 2018 17:50,1855.77697753906,8.61456966400146,1899.10073381649,214.529098510742,43.32375627742999,2.2812774228339783,Moderate,-0.33036084885091316,LOW
01 01 2018 18:00,1958.13305664062,9.218843460083,2285.9170315439,212.179901123046,327.78397490328007,14.339276989501931,High,0.3344238358473608,MODERATE
01 01 2018 18:10,2228.24291992187,10.0495195388793,2822.50948979838,210.30859375,594.26656987651,21.054546389459976,High,0.957194741152282,MODERATE
01 01 2018 18:20,2529.291015625,10.3187103271484,2974.86679599312,210.588104248046,445.5757803681199,14.978007787382976,High,0.6097037629818468,MODERATE
01 01 2018 18:30,2788.25708007812,10.7667598724365,3183.72245968391,207.481399536132,395.4653796057901,12.421477833374116,High,0.49259555315266995,MODERATE
01 01 2018 18:40,2692.92993164062,10.558250427246,3093.1106721875,208.551895141601,400.18074054687986,12.937808664436353,High,0.5036153707974844,MODERATE
01 01 2018 18:50,2535.35302734375,10.2507200241088,2938.39460689531,208.010696411132,403.04157955156006,13.716387125329344,High,0.5103011631549752,MODERATE
01 01 2018 19:00,2584.6650390625,10.4647703170776,3048.82383278559,205.752899169921,464.1587937230902,15.224191989440289,High,0.6531323405650502,MODERATE
01 01 2018 19:10,2960.18310546875,11.3907804489135,3393.64554116411,200.654296875,433.46243569536,12.772766938608177,High,0.5813948273499229,MODERATE
01 01 2018 19:20,3062.97802734375,11.5655403137207,3437.59713457272,198.124298095703,374.6191072289698,10.897702452138375,High,0.4438777300556324,MODERATE
01 01 2018 19:30,3024.39208984375,11.280249595642,3362.66874184888,198.538192749023,338.27665200513,10.05976734476489,High,0.35894526479264616,MODERATE
01 01 2018 19:40,3187.97290039062,11.3367795944213,3378.82627083958,200.490402221679,190.85337044896005,5.648510907355301,High,0.014416457847557124,MODERATE
01 01 2018 19:50,3387.22802734375,11.8046398162841,3488.24849124087,199.24690246582,101.02046389711995,2.8960225784024947,High,-0.19552340912605126,LOW
01 01 2018 20:00,3209.01806640625,11.3635396957397,3386.24448582472,199.80549621582,177.22641941846996,5.233715998958843,High,-0.01742978198156444,LOW
01 01 2018 20:10,3272.6650390625,11.6325902938842,3452.88110782365,198.267700195312,180.21606876114993,5.219295513906069,High,-0.010442959341713966,LOW
01 01 2018 20:20,3209.69897460937,11.4447603225708,3407.86787605817,195.632003784179,198.16890144880017,5.815040625284428,High,0.03151288346595191,MODERATE
01 01 2018 20:30,3134.51806640625,11.2719001770019,3360.22577475203,196.661102294921,225.7077083457798,6.71703996920969,High,0.09587118688149875,MODERATE
01 01 2018 20:40,2977.82495117187,11.0590095520019,3292.88092490873,196.515899658203,315.05597373685987,9.56779127218493,High,0.3046784454967081,MODERATE
01 01 2018 20:50,3431.77294921875,12.1037797927856,3537.17370631569,198.257003784179,105.4007570969402,2.9798015548047627,Very High,-0.1852866461516173,LOW
01 01 2018 21:00,3604.2099609375,12.9281396865844,3597.46946747004,201.582595825195,-6.740493467460055,-0.18736763517830166,Very High,-0.4473612035651449,LOW
01 01 2018 21:10,3601.32788085937,13.3194198608398,3600.0,201.942199707031,-1.3278808593699978,-0.036885579426944384,Very High,-0.43471190594650044,LOW
01 01 2018 21:20,3604.42602539062,13.1215200424194,3600.0,203.50779724121,-4.426025390619998,-0.12294514973944438,Very High,-0.44195228228209515,LOW
01 01 2018 21:30,3604.39111328125,13.2354497909545,3600.0,202.692993164062,-4.39111328125,-0.12197536892361112,Very High,-0.44187069254089406,LOW
01 01 2018 21:40,3604.337890625,13.2358999252319,3600.0,202.936294555664,-4.337890625,-0.12049696180555555,Very High,-0.44174631097736694,LOW
01 01 2018 21:50,3554.68798828125,13.0295600891113,3600.0,201.25390625,45.31201171875,1.2586669921875,Very High,-0.3257142878201911,LOW
01 01 2018 22:00,3479.40795898437,12.963939666748,3597.79463518254,201.340896606445,118.38667619816988,3.290534569162905,Very High,-0.1549385005412006,LOW
01 01 2018 22:10,3472.3330078125,12.9029502868652,3597.13105990188,200.979507446289,124.79805208937978,3.4693774013556222,Very High,-0.13995508907892462,LOW
01 01 2018 22:20,3491.51098632812,12.7663402557373,3593.70494203457,200.996002197265,102.1939557064502,2.8436935517748227,Very High,-0.19278095400796777,LOW
01 01 2018 22:30,3536.98901367187,12.8983497619628,3597.0594486071,200.514205932617,60.07043493522997,1.66998727136665,Very High,-0.2912237929031639,LOW
01 01 2018 22:40,3528.65893554687,12.7421102523803,3592.81431300069,202.895294189453,64.15537745382017,1.7856580347520967,Very High,-0.28167726566870593,LOW
01 01 2018 22:50,3581.5400390625,12.318260192871,3562.99009479352,202.841094970703,-18.549944268980198,-0.5206285668906748,Very High,-0.47495993798738906,LOW
01 01 2018 23:00,3570.0791015625,12.418809890747,3572.55614292551,202.411804199218,2.477041363009903,0.06933526763225316,Very High,-0.4258197872800472,LOW
01 01 2018 23:10,3597.60400390625,12.5429897308349,3582.20464281071,201.625305175781,-15.399361095539916,-0.4298850186140425,Very High,-0.46759701233230466,LOW
01 01 2018 23:20,3441.02587890625,12.6759996414184,3589.94563404896,199.32209777832,148.91975514271007,4.14824541436716,Very High,-0.08358257120574764,LOW
01 01 2018 23:30,3373.96997070312,13.0030498504638,3600.0,197.130706787109,226.03002929688,6.278611924913334,Very High,0.0966244522515526,MODERATE
01 01 2018 23:40,3369.81298828125,13.2976703643798,3600.0,196.493606567382,230.18701171875,6.394083658854166,Very High,0.1063393370321691,MODERATE
01 01 2018 23:50,3375.90307617187,12.8440599441528,3595.98479162144,195.315002441406,220.08171544956986,6.120207069906277,Very High,0.08272321866404841,MODERATE
02 01 2018 00:00,3377.64990234375,12.7053899765014,3591.30046108295,196.042205810546,213.65055873919982,5.9491140063166394,Very High,0.06769357934716429,MODERATE
02 01 2018 00:10,3374.42309570312,12.1833600997924,3547.62765509484,197.743896484375,173.20455939172007,4.882264325089937,Very High,-0.026828885176729284,LOW
02 01 2018 00:20,3401.0810546875,12.2051401138305,3550.30722235787,196.808807373046,149.22616767037016,4.203190268454131,Very High,-0.08286648388579786,LOW
02 01 2018 00:30,3469.412109375,12.6018800735473,3585.95918141078,193.815704345703,116.54707203577982,3.2500947763138823,Very High,-0.15923766293013428,LOW
02 01 2018 00:40,3511.80908203125,12.8445501327514,3595.9963935586,194.346603393554,84.18731152735018,2.341140043359119,Very High,-0.234862554489411,LOW
02 01 2018 00:50,3536.75903320312,12.4970598220825,3578.91155469034,196.009201049804,42.15252148721993,1.1778028275657433,Very High,-0.33309802930615834,LOW
02 01 2018 01:00,3467.80810546875,12.0960702896118,3536.10513948266,197.952697753906,68.29703401390998,1.9314197774080322,Very High,-0.2719981974892313,LOW
02 01 2018 01:10,3460.67700195312,12.1961202621459,3549.20691711024,201.330307006835,88.52991515711983,2.4943576755226426,Very High,-0.22471387219305403,LOW
02 01 2018 01:20,3589.44311523437,12.5503501892089,3582.70255395235,201.188201904296,-6.740561282019826,-0.188141805815942,Very High,-0.4473613620480461,LOW
02 01 2018 01:30,3527.71899414062,12.6156702041625,3586.76296687567,202.623596191406,59.04397273504992,1.6461632196030367,Very High,-0.29362263922831183,LOW
02 01 2018 01:40,3561.26708984375,13.102780342102,3600.0,201.7666015625,38.73291015625,1.0759141710069444,Very High,-0.34108967485656677,LOW
02 01 2018 01:50,3604.06811523437,13.6877498626708,3600.0,199.019500732421,-4.068115234369998,-0.11300320095472215,Very High,-0.44111584479525656,LOW
02 01 2018 02:00,3604.17602539062,14.1024198532104,3600.0,196.25520324707,-4.176025390619998,-0.11600070529499994,Very High,-0.44136803126809604,LOW
02 01 2018 02:10,3593.20092773437,14.3933095932006,3600.0,195.879898071289,6.799072265630002,0.1888631184897223,Very High,-0.41571918353048165,LOW
02 01 2018 02:20,3493.82104492187,14.0795497894287,3600.0,197.640304565429,106.17895507813,2.949415418836945,Very High,-0.1834679943132084,LOW
02 01 2018 02:30,3470.70190429687,14.0544004440307,3600.0,197.244796752929,129.29809570313,3.591613769531389,Very High,-0.12943846890142904,LOW
02 01 2018 02:40,3436.61010742187,13.5124702453613,3600.0,195.995407104492,163.38989257813,4.538608127170278,Very High,-0.0497658013283439,LOW
02 01 2018 02:50,3401.455078125,13.7100496292114,3600.0,192.419799804687,198.544921875,5.51513671875,Very High,0.03239164472711845,MODERATE
02 01 2018 03:00,3395.23291015625,13.7423295974731,3600.0,191.013702392578,204.76708984375,5.687974717881945,Very High,0.04693287650717895,MODERATE
02 01 2018 03:10,3417.50390625,13.1418600082397,3600.0,192.204696655273,182.49609375,5.0693359375,Very High,-0.005114531694997882,LOW
02 01 2018 03:20,3465.10888671875,12.8677101135253,3596.50506006828,192.771697998046,131.39617334952982,3.6534405250366935,Very High,-0.124535252931997,LOW
02 01 2018 03:30,3467.41796875,12.8472700119018,3596.06013842223,192.470504760742,128.64216967223,3.577308630012837,Very High,-0.13097137069607603,LOW
02 01 2018 03:40,3522.40698242187,12.7321100234985,3592.42166638681,192.567901611328,70.0146839649401,1.9489550633781685,Very High,-0.2679840425868917,LOW
02 01 2018 03:50,3510.10791015625,12.5162000656127,3580.32294087044,194.999206542968,70.2150307141901,1.9611367989369022,Very High,-0.2675158314212887,LOW
02 01 2018 04:00,3513.84497070312,12.5986604690551,3585.76741417889,196.042297363281,71.9224434757698,2.005775477555323,Very High,-0.2635256008722167,LOW
02 01 2018 04:10,3564.00805664062,13.2303199768066,3600.0,196.408798217773,35.99194335938,0.9997762044272224,Very High,-0.34749532537820377,LOW
02 01 2018 04:20,3475.27807617187,13.0946702957153,3600.0,198.524993896484,124.72192382813,3.464497884114722,Very High,-0.14013300113424132,LOW
02 01 2018 04:30,3561.99096679687,12.9168796539306,3597.32940721254,198.010101318359,35.33844041566999,0.9823520844328979,Very High,-0.34902256440825974,LOW
02 01 2018 04:40,3521.55493164062,12.6335496902465,3587.76274105689,197.663497924804,66.20780941626981,1.845378699617305,Very High,-0.27688072384780416,LOW
02 01 2018 04:50,3493.60791015625,12.8256702423095,3595.52445712704,201.104095458984,101.91654697079002,2.8345391106649624,Very High,-0.19342925934837446,LOW
02 01 2018 05:00,3555.30493164062,12.5416202545166,3582.11109582746,200.363403320312,26.80616418683985,0.7483342495453141,Very High,-0.36896252856191863,LOW
02 01 2018 05:10,3377.1279296875,12.1049699783325,3537.33778647827,196.982696533203,160.20985679077012,4.529108229448256,Very High,-0.05719755786161809,LOW
02 01 2018 05:20,3479.626953125,12.3625001907348,3567.3947065774,199.798995971679,87.76775345240003,2.4602759344397143,Very High,-0.22649504718830943,LOW
02 01 2018 05:30,3539.11206054687,12.6039104461669,3586.07931541404,201.270294189453,46.96725486717014,1.3097104312581946,Very High,-0.32184597786867275,LOW
02 01 2018 05:40,3430.43603515625,12.2122201919555,3551.16161586499,198.984603881835,120.72558070873993,3.399608178050597,Very High,-0.1494724712134098,LOW
02 01 2018 05:50,3301.91796875,11.9876203536987,3520.01183131278,202.571197509765,218.09386256278003,6.195827543041026,High,0.07807759840489617,MODERATE
02 01 2018 06:00,3235.5439453125,11.6793298721313,3463.03160296846,200.703506469726,227.48765765596,6.5690321006877594,High,0.10003093563885812,MODERATE
02 01 2018 06:10,3519.02294921875,12.4697198867797,3576.79825403164,197.873397827148,57.77530481289023,1.6152799433898166,Very High,-0.2965875213081117,LOW
02 01 2018 06:20,3469.537109375,12.4948997497558,3578.74875641323,201.101104736328,109.21164703822978,3.051671253605582,Very High,-0.17638058090186712,LOW
